HCPCS_CD,HCPCS_CD_DESC
55980,OPERATION TO CHANGE SEX FEMALE TO MALE
56405,INCISION AND DRAINAGE OF ABSCESS OF EXTERNAL FEMALE GENITALS
56420,INCISION AND DRAINAGE OF ABSCESS OF FEMALE GENITAL GLAND
56440,CREATION OF DRAINAGE TRACT FOR GLAND CYST OF FEMALE GENITALS
56441,REMOVAL OF SCAR TISSUE OF FEMALE GENITALS
56442,SIMPLE INCISION OF HYMEN
56501,SIMPLE DESTRUCTION OF GROWTH OF EXTERNAL FEMALE GENITALS
56515,EXTENSIVE DESTRUCTION OF GROWTH OF EXTERNAL FEMALE GENITALS
56605,"BIOPSY OF GROWTH OF EXTERNAL FEMALE GENITALS, FIRST GROWTH"
56606,"BIOPSY OF GROWTH OF EXTERNAL FEMALE GENITALS, EACH ADDITIONAL GROWTH"
56620,SIMPLE PARTIAL REMOVAL OF EXTERNAL FEMALE GENITALS
56625,REMOVAL OF EXTERNAL FEMALE GENITALS
56630,EXTENSIVE PARTIAL REMOVAL OF EXTERNAL FEMALE GENITALS
56631,PARTIAL REMOVAL OF EXTERNAL FEMALE GENITALS AND LYMPH NODES ON SIDE OF GROIN
56632,PARTIAL REMOVAL OF EXTERNAL FEMALE GENITALS AND LYMPH NODES ON BOTH SIDES OF GROIN
56633,COMPLETE REMOVAL OF FEMALE GENITALS
56634,COMPLETE REMOVAL OF EXTERNAL FEMALE GENITALS AND LYMPH NODES ON SIDE OF GROIN
56637,COMPLETE REMOVAL OF EXTERNAL FEMALE GENITALS AND LYMPH NODES ON BOTH SIDES OF GROIN
56640,COMPLETE REMOVAL OF FEMALE GENITALS AND LYMPH NODES
56700,PARTIAL REMOVAL OF HYMEN
56740,REMOVAL OF CYST OF FEMALE GENITAL GLAND
56800,PLASTIC REPAIR OF VAGINAL OPENING
56805,RECONSTRUCTION OR CREATION OF THE EXTERNAL FEMALE SEXUAL ORGAN FOR INTERSEX STATE
56810,REPAIR OF SKIN IN AREA BETWEEN ANUS AND GENITALS
56820,EXAM OF EXTERNAL FEMALE GENITALS USING AN ENDOSCOPE
56821,EXAM AND BIOPSY OF EXTERNAL FEMALE GENITALS USING AN ENDOSCOPE
57000,INCISION AND EXPLORATION OF VAGINA
57010,INCISION AND DRAINAGE OF ABSCESS OF PELVIS
57020,REMOVAL OF ABDOMINAL FLUID
57022,INCISION AND DRAINAGE OF VAGINAL BLOOD ACCUMULATION FOLLOWING DELIVERY
57023,INCISION AND DRAINAGE OF VAGINAL BLOOD ACCUMULATION
57061,SIMPLE DESTRUCTION OF GROWTH OF VAGINA
57065,EXTENSIVE DESTRUCTION OF GROWTH OF VAGINA
57100,SIMPLE BIOPSY OF VAGINAL MUCOUS MEMBRANE
57105,BIOPSY OF EXTENSIVE AREA OF VAGINAL MUCOUS MEMBRANE
57106,PARTIAL REMOVAL OF VAGINAL WALL
57107,PARTIAL REMOVAL OF VAGINAL WALL AND TISSUE
57109,PARTIAL REMOVAL OF VAGINAL WALL AND TISSUE WITH REMOVAL OF PELVIC LYMPH NODES AND BIOPSY OF AORTIC LYMPH NODE
57110,REMOVAL OF VAGINAL WALL
57111,COMPLETE REMOVAL OF VAGINAL WALL AND TISSUE
57112,COMPLETE REMOVAL OF VAGINAL WALL AND SURROUNDING TISSUE WITH REMOVAL OF LYMPH NODES ON BOTH SIDES OF PELVIS AND AORTIC LYMPH NODE BIOPSY
57120,SUTURE CLOSURE OF VAGINA AND VAGINAL OPENING
57130,REMOVAL OF ABNORMAL TISSUE DIVIDING VAGINA
57135,REMOVAL OF CYST OR GROWTH OF VAGINAL
57150,IRRIGATION OF VAGINA AND/OR APPLICATION OF DRUG TO TREAT INFECTION
57155,INSERTION OF DEVICE INTO UTERUS FOR RADIATION THERAPY
57156,INSERTION OF DEVICE INTO VAGINA FOR RADIATION THERAPY
57160,FITTING AND INSERTION OF VAGINAL SUPPORT DEVICE
57170,FITTING AND INSERTION OF PREGNANCY PREVENTION DEVICE
57180,INSERTION OF DRUG AGENT OR PACKING TO CONTROL VAGINAL BLEEDING
57200,SUTURE OF NONOBSTETRICAL INJURY OF VAGINA
57210,SUTURE OF INJURY OF VAGINA AND/OR SKIN
57220,PLASTIC REPAIR OF MUSCLES AT URINARY OPENING THROUGH VAGINA
57230,PLASTIC REPAIR OF URETHRA PROLAPSE
57240,REPAIR OF BLADDER HERNIA INTO VAGINAL WALL
57250,REPAIR OF HERNIATED RECTUM INTO VAGINAL WALL
57260,"PLASTIC REPAIR OF VAGINA AND TISSUE SEPARATING VAGINA, RECTUM, AND BLADDER"
57265,REPAIR OF BULGING OF RECTUM AND BLADDER INTO VAGINAL WALL
57267,INSERTION OF ARTIFICIAL MATERIAL FOR PELVIC FLOOR DEFECT
57268,REPAIR OF PROTRUSION OF INTESTINE INTO RECTUM OR VAGINA THROUGH VAGINA
57270,REPAIR OF PROTRUSION OF INTESTINE INTO RECTUM OR VAGINA THROUGH ABDOMEN
57280,ATTACHMENT OF VAGINA TO REAR PELVIC BONE
57282,REPAIR OF PELVIC LIGAMENTS THROUGH VAGINA
57283,REPAIR OF PROLAPSING VAGINAL VAULT THROUGH VAGINA
57284,REPAIR OF VAGINAL WALL DEFECT THROUGH ABDOMEN
57285,REPAIR OF VAGINAL WALL DEFECT THROUGH VAGINA
57287,REMOVAL OR REVISION OF INCONTINENCE SLING
57288,CREATION OF SLING AROUND URETHRA IN FEMALE TO CONTROL LEAKAGE
57289,REPAIR OF PROLAPSED URINARY CANAL AND BLADDER INTO VAGINAL WALL
57291,CONSTRUCTION OF ARTIFICIAL VAGINA
57292,CONSTRUCTION OF ARTIFICIAL VAGINA USING TISSUE GRAFT
57295,REVISION OF PROSTHETIC VAGINAL GRAFT
57296,REVISION OR REMOVAL OF PROSTHETIC VAGINAL GRAFT
57300,CLOSURE OF ABNORMAL DRAINAGE TRACT FROM RECTUM TO VAGINA THROUGH VAGINA OR ANUS
57305,CLOSURE OF ABNORMAL DRAINAGE TRACT FROM RECTUM TO VAGINA THROUGH ABDOMEN
57307,CLOSURE OF ABNORMAL DRAINAGE TRACT FROM RECTUM TO VAGINA WITH CREATION OF LARGE BOWEL OPENING THROUGH ABDOMEN
57308,CLOSURE OF ABNORMAL DRAINAGE TRACT FROM RECTUM TO VAGINA WITH PERINEAL RECONSTRUCTION
57310,CLOSURE OF ABNORMAL DRAINAGE TRACT FROM URETHRA TO VAGINA
57311,CLOSURE OF ABNORMAL DRAINAGE TRACT FROM URETHRA TO VAGINA WITH TRANSPLANT
57320,CLOSURE OF ABNORMAL DRAINAGE TRACT FROM BLADDER TO VAGINA THROUGH VAGINA
57330,CLOSURE OF ABNORMAL DRAINAGE TRACT FROM BLADDER TO VAGINA THROUGH BLADDER AND VAGINA
57335,PLASTIC REPAIR OF VAGINA FOR INTERSEX STATE
57400,DILATION OF VAGINA UNDER ANESTHESIA
57410,PELVIC EXAM UNDER ANESTHESIA
57415,REMOVAL OF IMPACTED FOREIGN BODY IN VAGINA UNDER ANESTHESIA
57420,EXAM OF VAGINA AND CERVIX USING AN ENDOSCOPE
57421,BIOPSY OF VAGINA AND CERVIX USING AN ENDOSCOPE
57423,REPAIR OF VAGINAL DEFECT USING AN ENDOSCOPE
57425,SURGICAL REPAIR OF VAGINAL DEFECT USING AN ENDOSCOPE
57426,REVISION OR REMOVAL OF PROSTHETIC VAGINAL GRAFT USING AN ENDOSCOPE
57452,EXAM OF CERVIX AND UPPER PART OF VAGINA USING AN ENDOSCOPE
57454,BIOPSY AND SCRAPING OF CERVIX USING AN ENDOSCOPE
57455,BIOPSY OF CERVIX USING AN ENDOSCOPE
57456,SCRAPING OF CERVIX USING AN ENDOSCOPE
57460,BIOPSY OF CERVIX USING AN ENDOSCOPE WITH LOOP ELECTRODE
57461,CONE BIOPSY OF CERVIX AND VAGINA USING AN ENDOSCOPE WITH LOOP ELECTRODE
57465,COMPUTER-AIDED MAPPING OF CERVIX DURING EXAMINATION OF VAGINA AND CERVIX USING ENDOSCOPE
57500,BIOPSY OF CERVIX OR REMOVAL OF GROWTH
57505,SCRAPING OF TISSUE OF CERVIX
57510,ELECTRO OR THERMAL DESTRUCTION OF CERVIX
57511,DESTRUCTION OF CERVIX USING FREEZING
57513,LASER DESTRUCTION OF CERVIX
57520,REMOVAL OR DESTRUCTION OF CERVIX WITH COLD KNIFE OR LASER
57522,REMOVAL OR DESTRUCTION OF CERVIX USING LOOP ELECTRODE
57530,AMPUTATION OF CERVIX
57531,REMOVAL OF CERVIX WITH REMOVAL OF LYMPH NODES ON BOTH SIDES OF PELVIS AND AORTIC LYMPH NODE BIOPSY
57540,REMOVAL OF REMAINING CERVIX THROUGH ABDOMEN
57545,REMOVAL OF REMAINING CERVIX WITH REPAIR OF PELVIC FLOOR THROUGH ABDOMEN
57550,REMOVAL OF REMAINING CERVIX THROUGH VAGINA
57555,REMOVAL OF REMAINING CERVIX WITH REPAIR OF SUPPORTING VAGINAL TISSUE
57556,REMOVAL OF REMAINING CERVIX WITH REPAIR OF HERNIATED BOWEL INTO VAGINAL WALL
57558,DILATION AND SCRAPING OF CERVIX
57700,SUTURE OF CERVIX
57720,PLASTIC REPAIR OF CERVIX
57800,DILATION OF CERVICAL CANAL
58100,BIOPSY OF LINING OF UTERUS
58110,EXAM OF CERVIX USING AN ENDOSCOPE WITH BIOPSY OF LINING OF UTERUS
58120,DILATION AND SCRAPING OF UTERUS
58140,"REMOVAL OF GROWTH OF UTERUS THROUGH ABDOMEN, 1-4 GROWTHS"
58145,"REMOVAL OF GROWTH OF UTERUS THROUGH VAGINA, 1-4 GROWTHS"
58146,REMOVAL OF 5 OR MORE GROWTHS OF UTERUS THROUGH ABDOMEN
58150,REMOVAL OF UTERUS AND CERVIX THROUGH ABDOMEN
58152,REMOVAL OF UTERUS AND CERVIX THROUGH ABDOMEN WITH REPAIR OF VAGINA
58180,REMOVAL OF UTERUS THROUGH ABDOMEN
58200,REMOVAL OF UTERUS THROUGH ABDOMEN WITH PARTIAL REMOVAL OF VAGINA
58210,"REMOVAL OF UTERUS, CERVIX, AND LYMPH NODES OF PELVIS WITH BIOPSY OF LYMPH NODES OF AORTA"
58240,"REMOVAL OF MALIGNANT UTERUS, CERVIX, LYMPH NODES, AND BLADDER WITH TRANSPLANT OF URETERS AND BOWEL"
58260,"REMOVAL OF UTERUS THROUGH VAGINA, 250.0 G OR LESS"
58262,"REMOVAL OF UTERUS, TUBES, AND/OR OVARIES THROUGH VAGINA, 250.0 G OR LESS"
58263,"REMOVAL OF UTERUS, TUBES, AND/OR OVARIES WITH REPAIR OF HERNIATED BOWEL THROUGH VAGINA, 250.0 G OR LESS"
58267,"REMOVAL OF UTERUS WITH REPAIR FOR INCONTINENCE, 250.0 G OR LESS"
58270,"REMOVAL OF UTERUS WITH REPAIR OF HERNIATED BOWEL THROUGH VAGINA, 250.0 G OR LESS"
58275,REMOVAL OF UTERUS AND VAGINA
58280,REMOVAL OF UTERUS AND VAGINA WITH REPAIR OF HERNIATED BOWEL INTO RECTUM OR VAGINA THROUGH VAGINA
58285,"REMOVAL OF UTERUS, VAGINA, AND PELVIC LYMPH NODES THROUGH VAGINA"
58290,"REMOVAL OF UTERUS THROUGH VAGINA, MORE THAN 250.0 G"
58291,"REMOVAL OF UTERUS, TUBES, AND/OR OVARIES THROUGH VAGINA, MORE THAN 250.0 G"
58292,"REMOVAL OF UTERUS, TUBES, AND/OR OVARIES WITH REPAIR OF HERNIATED BOWEL THROUGH VAGINA, MORE THAN 250.0 G"
58293,VAGINAL REMOVAL OF UTERUS (GREATER THAN 250 GRAMS) WITH REPAIR FOR STRESS INCONTINENCE
58294,REMOVAL OF UTERUS WITH REPAIR OF HERNIATED BOWEL THROUGH VAGINA. 250.0 G OR MORE
58300,INSERTION OF IUD FOR PREGNANCY PREVENTION
58301,REMOVAL OF IUD
58321,INJECTION OF SEMEN INTO CERVIX
58322,INJECTION OF SEMEN INTO UTERUS
58323,SPERM WASHING FOR ARTIFICIAL INSEMINATION
58340,INSERTION OF TUBE AND INTRODUCTION OF CONTRAST FOR X-RAY OF UTERUS AND FALLOPIAN TUBES
58345,INSERTION OF TUBE INTO FALLOPIAN TUBE
58346,INSERTION OF CAPSULE INTO UTERUS FOR RADIATION THERAPY
58350,INJECTION OF X-RAY CONTRAST INTO FALLOPIAN TUBE
58353,DESTRUCTION OF LINING OF UTERUS
58356,DESTRUCTION OF LINING OF UTERUS USING ULTRASOUND GUIDANCE
58400,REPOSITIONING OF UTERUS
58410,REPOSITIONING OF UTERUS WITH REMOVAL OF NERVE
58520,REPAIR OF RUPTURED UTERUS
58540,REPAIR OF ABNORMAL UTERUS
58541,"PARTIAL REMOVAL OF UTERUS WITH RETENTION OF CERVIX USING AN ENDOSCOPE, 250.0 G OR LESS"
58542,"PARTIAL REMOVAL OF UTERUS, TUBES, AND/OR OVARIES WITH RETENTION OF CERVIX USING AN ENDOSCOPE, 250.0 G OR LESS"
58543,"PARTIAL REMOVAL OF UTERUS WITH RETENTION OF CERVIX USING AN ENDOSCOPE, MORE THAN 250.0 G"
58544,"PARTIAL REMOVAL OF UTERUS, TUBES, AND/OR OVARIES WITH RETENTION OF CERVIX USING AN ENDOSCOPE, MORE THAN 250.0 G"
58545,"REMOVAL OF GROWTH OF UTERUS USING AN ENDOSCOPE, 250.0 G OR LESS"
58546,"REMOVAL OF GROWTH OF UTERUS USING AN ENDOSCOPE, MORE THAN 250.0 G"
58548,"REMOVAL OF UTERUS, CERVIX, AND LYMPH NODES OF PELVIS WITH BIOPSY OF AORTIC LYMPH NODE USING AN ENDOSCOPE"
58550,"REMOVAL OF UTERUS THROUGH VAGINA USING AN ENDOSCOPE, 250.0 G OR LESS"
58552,"REMOVAL OF UTERUS, TUBES, AND/OR OVARIES THROUGH VAGINA USING AN ENDOSCOPE, 250.0 G OR LESS"
58553,"REMOVAL OF UTERUS THROUGH VAGINA USING AN ENDOSCOPE, MORE THAN 250.0"
58554,"REMOVAL OF UTERUS, TUBES, AND/OR OVARIES THROUGH VAGINA USING AN ENDOSCOPE, MORE THAN 250.0 G"
58555,DIAGNOSTIC EXAM OF UTERUS USING AN ENDOSCOPE
58558,BIOPSY OF LINING OF UTERUS AND/OR REMOVAL OF POLYP USING AN ENDOSCOPE
58559,RELEASE OF SCAR TISSUE OF UTERUS USING AN ENDOSCOPE
58560,RELEASE OF SCAR TISSUE OF UTERUS AND RELEASE OR REMOVAL AND SEPTUM USING AN ENDOSCOPE
58561,REMOVAL OF GROWTH OF MUSCLE OF UTERUS USING AN ENDOSCOPE
58562,REMOVAL OF FOREIGN BODY IN UTERUS USING AN ENDOSCOPE
58563,EXAM OF UTERUS WITH DESTRUCTION OF LINING OF UTERUS USING AN ENDOSCOPE
58565,PLACEMENT OF IMPLANTS TO BLOCK FALLOPIAN TUBES USING AN ENDOSCOPE
58570,"REMOVAL OF UTERUS THROUGH ABDOMEN USING AN ENDOSCOPE, 250.0 G OR LESS"
58571,"REMOVAL OF UTERUS, TUBES, AND/OR OVARIES THROUGH ABDOMEN USING AN ENDOSCOPE, 250.0 G OR LESS"
58572,"REMOVAL OF UTERUS THROUGH ABDOMEN USING AN ENDOSCOPE, MORE THAN 250.0 G"
58573,"REMOVAL OF UTERUS, TUBES, AND/OR OVARIES THROUGH ABDOMEN USING AN ENDOSCOPE, MORE THAN 250.0 G"
58575,REMOVAL OF UTERUS FOR REMOVAL OF GROWTH USING AN ENDOSCOPE
58578,OTHER PROCEDURE ON UTERUS USING AN ENDOSCOPE
58579,OTHER PROCEDURE ON UTERUS ACCESSED THROUGH VAGINA USING AN ENDOSCOPE
58580,DESTRUCTION OF UTERINE FIBROID(S) USING HEAT WITH ULTRASOUND GUIDANCE AND MONITORING
58600,TYING OR INCISION OF FALLOPIAN TUBES
58605,TYING OR INCISION OF FALLOPIAN TUBES DURING SAME HOSPITALIZATION
58611,TYING OR INCISION OF FALLOPIAN TUBES DURING CESAREAN DELIVERY OR OTHER ABDOMINAL SURGERY
58615,TYING OF FALLOPIAN TUBES BY DEVICE THROUGH VAGINA
58660,REMOVAL OF SCAR TISSUE OF OVARIES OR FALLOPIAN TUBES USING AN ENDOSCOPE
58661,REMOVAL OF OVARIES AND/OR TUBES USING AN ENDOSCOPE
58662,DESTRUCTION OR REMOVAL OF OVARY OR GROWTH OF PELVIS USING AN ENDOSCOPE
58670,DESTRUCTION OF FALLOPIAN TUBES USING AN ENDOSCOPE
58671,BLOCKAGE OF UTERINE TUBES BY DEVICE USING AN ENDOSCOPE
58672,REPAIR OF UTERINE TUBE TISSUE NEAR OVARY USING AN ENDOSCOPE
58673,REPAIR OF UTERINE TUBE USING AN ENDOSCOPE
58674,DESTRUCTION OF GROWTH OF UTERUS USING AN ENDOSCOPE WITH ULTRASOUND GUIDANCE AND MONITORING
58679,OTHER PROCEDURE ON FALLOPIAN TUBE OR OVARY USING AN ENDOSCOPE
58700,REMOVAL OF UTERINE TUBES
58720,REMOVAL OF UTERINE TUBES AND OVARIES
58740,REMOVAL OF SCAR TISSUE OF OVARIES OR FALLOPIAN TUBES
58750,RELEASE OF BLOCKED UTERINE TUBE
58752,RECONNECTION OF FALLOPIAN TUBES FOLLOWING TUBAL LIGATION
58760,REPAIR OF BLOCKED OVARIAN END OF UTERINE TUBE
58770,REPAIR OF BLOCKED UTERINE TUBE OPENING
58800,DRAINAGE OF CYSTS OF OVARIES THROUGH VAGINA
58805,DRAINAGE OF CYSTS OF OVARIES THROUGH ABDOMEN
58820,DRAINAGE OF ABSCESS OF OVARIES THROUGH VAGINA
58822,DRAINAGE OF ABSCESS OF OVARIES THROUGH ABDOMEN
58825,RELOCATION OF OVARIES BEHIND UTERUS
58900,BIOPSY OF OVARIES
58920,PARTIAL REMOVAL OF OVARIES
58925,REMOVAL OF CYSTS OF OVARIES
58940,REMOVAL OF OVARIES
58943,REMOVAL OF OVARIES FOR OVARIAN CANCER
58950,"REMOVAL OF LINING OF ABDOMEN, OVARIES, AND FALLOPIAN TUBES"
58951,"REMOVAL OF LINING OF ABDOMEN, UTERUS, OVARIES, FALLOPIAN TUBES, AND LYMPH NODES OF PELVIS AND AORTA"
58952,"REMOVAL OF LINING OF ABDOMEN, OVARIES, AND FALLOPIAN TUBES WITH REDUCTION OF GROWTH"
58953,"REMOVAL OF LINING OF ABDOMEN, UTERUS, OVARIES, AND FALLOPIAN TUBES WITH EXTENSIVE REDUCTION OF GROWTH"
58954,"REMOVAL OF LINING OF ABDOMEN, UTERUS, OVARIES, FALLOPIAN TUBES, AND LYMPH NODES OF PELVIS AND AORTA FOR REDUCTION OF GROWTH"
58956,"REMOVAL OF LINING OF ABDOMEN, UTERUS, OVARIES, AND FALLOPIAN TUBES"
58957,"REMOVAL OF UTERUS, OVARIES, FALLOPIAN TUBES, AND LYMPH NODES FOR REDUCTION OF GROWTH"
58958,"REMOVAL OF UTERUS, OVARIES, FALLOPIAN TUBES, AND LYMPH NODES FOR REDUCTION OF GROWTH WITH LYMPH NODE DISSECTION"
58960,EXAM OF ABDOMINAL CAVITY WITH REMOVAL OR BIOPSY OF ABDOMINAL LINING OR LYMPH NODES
58970,REMOVAL OF EGGS FROM OVARIES
58974,INJECTION OF FERTILIZED EGGS INTO UTERUS
58976,INSERTION OF EGGS WITH SPERM INTO FALLOPIAN TUBES
58999,OTHER PROCEDURE ON FEMALE GENITAL SYSTEM (NONOBSTETRICAL)
59000,REMOVAL OF SAMPLE OF AMNIOTIC FLUID SURROUNDING FETUS FOR DIAGNOSIS
59001,REMOVAL OF AMNIOTIC FLUID TO REDUCE AMOUNT OF FLUID SURROUNDING FETUS USING ULTRASOUND GUIDANCE
59012,REMOVAL OF BLOOD FROM FETAL UMBILICAL CORD
59015,REMOVAL OF TISSUE FROM PLACENTA FOR DIAGNOSIS
59020,FETAL CONTRACTION STRESS TEST
59025,FETAL TEST
59030,REMOVAL OF BLOOD FROM SCALP OF FETUS
59050,FETAL MONITORING DURING LABOR BY CONSULTING PHYSICIAN
59051,INTERPRETATION OF FETAL MONITORING DURING LABOR BY CONSULTING PHYSICIAN
59070,INFUSION OF NORMAL SALINE INTO FETAL AMNIOTIC SAC USING ULTRASOUND GUIDANCE
59072,OCCLUSION OF FETAL UMBILICAL CORD USING ULTRASOUND GUIDANCE
59074,DRAINAGE OF FETAL FLUID USING ULTRASOUND GUIDANCE
59076,PLACEMENT OF SHUNT INTO FETAL CHEST USING ULTRASOUND GUIDANCE
59100,INCISION OF UTERUS
59120,REMOVAL OF OVARIAN OR TUBAL PREGNANCY WITH REMOVAL OF OVARIES
59121,REMOVAL OF OVARIAN OR TUBAL PREGNANCY
59130,REMOVAL OF PREGNANCY CONTENTS IN ABDOMINAL CAVITY
59135,REMOVAL IMPREGNATED OVUM OUTSIDE THE UTERUS AND ENTIRE UTERUS
59136,REMOVAL OF TUBAL PREGNANCY AND REPAIR OF UTERINE WALL
59140,REMOVAL OF IMPREGNATED OVUM OUTSIDE UTERUS
59150,REMOVAL OF OVARIAN OR TUBAL PREGNANCY USING AN ENDOSCOPE
59151,REMOVAL OF OVARIAN OR TUBAL PREGNANCY WITH REMOVAL OF OVARY AND/OR TUBE USING AN ENDOSCOPE
59160,SCRAPING OF LINING OF UTERUS AFTER DELIVERY
59200,INSERTION OF DILATOR DEVICE INTO CERVIX
59300,EPISIOTOMY OR REPAIR OF VAGINA
59320,SUTURE OF CERVIX DURING PREGNANCY THROUGH VAGINA
59325,SUTURE OF CERVIX DURING PREGNANCY THROUGH ABDOMEN
59350,REPAIR OF TEAR OF UTERUS
59400,VAGINAL DELIVERY WITH CARE BEFORE AND AFTER DELIVERY
59409,VAGINAL DELIVERY
59410,VAGINAL DELIVERY WITH POST DELIVERY CARE
59412,TURNING OF FETUS THROUGH EXTERNAL MANIPULATION
59414,DELIVERY OF PLACENTA
59425,"PREDELIVERY CARE, 4 TO 6 VISITS"
59426,"PREDELIVERY CARE, 7 OR MORE VISITS"
59430,POST DELIVERY CARE
59510,CESAREAN DELIVERY WITH CARE BEFORE AND AFTER DELIVERY
59514,CESAREAN DELIVERY
59515,CESAREAN DELIVERY WITH CARE AFTER DELIVERY
59525,CESAREAN DELIVERY WITH REMOVAL OF UTERUS
59610,VAGINAL DELIVERY AND CARE BEFORE AND AFTER DELIVERY AFTER PREVIOUS CESAREAN DELIVERY
59612,VAGINAL DELIVERY AFTER PREVIOUS CESAREAN DELIVERY
59614,VAGINAL DELIVERY AND CARE AFTER DELIVERY AFTER PRIOR CESAREAN DELIVERY
59618,CESAREAN DELIVERY AND CARE BEFORE AND AFTER DELIVERY FOLLOWING ATTEMPTED VAGINAL DELIVERY AFTER PREVIOUS CESAREAN DELIVERY
59620,CESAREAN DELIVERY FOLLOWING VAGINAL DELIVERY ATTEMPT AFTER PREVIOUS CESAREAN DELIVERY
59622,CESAREAN DELIVERY WITH CARE AFTER DELIVERY FOLLOWING VAGINAL DELIVERY ATTEMPT AFTER PREVIOUS CESAREAN DELIVERY
59812,TREATMENT OF MISCARRIAGE
59820,TREATMENT OF MISCARRIAGE DURING FIRST TRIMESTER
59821,TREATMENT OF MISCARRIAGE DURING SECOND TRIMESTER
59830,TREATMENT OF MISCARRIAGE FROM INFECTION
59840,INDUCED ABORTION BY DILATION AND SCRAPING OF UTERINE
59841,INDUCED ABORTION BY DILATION
59850,INDUCED ABORTION BY AMNIOTIC FLUID INJECTION
59851,INDUCED ABORTION BY INJECTION INTO AMNIOTIC FLUID WITH DILATION AND REMOVAL OF PREGNANCY CONTENTS
59852,INDUCED ABORTION BY INJECTION INTO AMNIOTIC FLUID
59855,INDUCED ABORTION BY INSERTION OF VAGINAL SUPPOSITORY
59856,INDUCED ABORTION BY INSERTION OF VAGINAL SUPPOSITORY WITH DILATION AND REMOVAL OF PREGNANCY CONTENTS
59857,INDUCED ABORTION BY INSERTION OF VAGINAL SUPPOSITORY WITH INCISION OF UTERUS
59866,ELIMINATION OF FETUSES OF A MULTIFETAL PREGNANCY
59870,REMOVAL OF ABNORMAL PREGNANCY CONTENTS WITH SCRAPING OF UTERINE WALL
59871,REMOVAL OF SUTURE OF CERVIX UNDER ANESTHESIA
59897,OTHER PROCEDURE ON FETUS
59898,OTHER MATERNITY CARE AND DELIVERY PROCEDURE USING AN ENDOSCOPE
59899,OTHER MATERNITY CARE AND DELIVERY PROCEDURE
60000,INCISION AND DRAINAGE OF CYST OF THYROID DUCT
6005F,"RATIONALE (EG, SEVERITY OF ILLNESS AND SAFETY) FOR LEVEL OF CARE (EG, HOME, HOSPITAL) DOCUMENTED (CAP)"
60100,NEEDLE BIOPSY OF THYROID THROUGH SKIN
6010F,"DYSPHAGIA SCREENING CONDUCTED PRIOR TO ORDER FOR OR RECEIPT OF ANY FOODS, FLUIDS, OR MEDICATION BY MOUTH (STR)"
6015F,"PATIENT RECEIVING OR ELIGIBLE TO RECEIVE FOODS, FLUIDS, OR MEDICATION BY MOUTH (STR)"
60200,INCISION OF CYST OR GROWTH OF THYROID
6020F,NPO (NOTHING BY MOUTH) ORDERED (STR)
60210,PARTIAL REMOVAL OF THYROID LOBE ON SIDE OF NECK
60212,PARTIAL REMOVAL OF THYROID LOBES ON BOTH SIDES OF NECK AND CONNECTING TISSUE
60220,REMOVAL OF THYROID LOBE ON SIDE OF NECK
60225,REMOVAL OF THYROID LOBE ON SIDE OF NECK AND PARTIAL REMOVAL OF THYROID LOBE ON OPPOSITE SIDE OF NECK INCLUDING TISSUE IN BETWEEN
60240,REMOVAL OF THYROID
60252,REMOVAL OF THYROID AND SURROUNDING LYMPH NODES WITH LIMITED NECK REMOVAL
60254,REMOVAL OF THYROID AND SURROUNDING LYMPH NODES WITH EXTENSIVE NECK REMOVAL
60260,REMOVAL OF REMAINING THYROID TISSUE FROM PRIOR OPERATION
60270,REMOVAL OF THYROID FROM UNDER BREASTBONE
60271,REMOVAL OF THYROID THROUGH CHEST OR BACK
60280,REMOVAL OF CYST OF THYROID OR DRAINAGE OF THYROID GLAND DUCT
60281,REMOVAL OF RECURRENT CYST OF THYROID OR DRAINAGE OF THYROID GLAND DUCT
60300,ASPIRATION AND/OR INJECTION OF CYST OF THYROID
6030F,"ALL ELEMENTS OF MAXIMAL STERILE BARRIER TECHNIQUE, HAND HYGIENE, SKIN PREPARATION AND, IF ULTRASOUND IS USED, STERILE ULTRASOUND TECHNIQUES FOLLOWED (CRIT)"
6040F,"USE OF APPROPRIATE RADIATION DOSE REDUCTION DEVICES OR MANUAL TECHNIQUES FOR APPROPRIATE MODERATION OF EXPOSURE, DOCUMENTED (RAD)"
6045F,"RADIATION EXPOSURE OR EXPOSURE TIME IN FINAL REPORT FOR PROCEDURE USING FLUOROSCOPY, DOCUMENTED (RAD)"
60500,REMOVAL OR EXPLORATION OF PARATHYROID GLANDS
60502,REMOVAL OR RE-EXPLORATION OF PARATHYROID GLANDS
60505,REMOVAL OR EXPLORATION OF PARATHYROID GLANDS AND BREAST BONE TISSUE
60512,REMOVAL AND REIMPLANTATION OF PARATHYROID TISSUE
60520,REMOVAL OF THYMUS GLAND THROUGH NECK
60521,REMOVAL OF THYMUS GLAND THROUGH STERNUM OR CHEST
60522,REMOVAL OF THYMUS GLAND SURROUNDING LYMPH NODES THROUGH STERNUM OR CHEST
60540,REMOVAL OR EXPLORATION OF ADRENAL GLAND THROUGH ABDOMEN
60545,REMOVAL OR EXPLORATION OF ADRENAL GLAND THROUGH ABDOMEN WITH REMOVAL OF GROWTH ABDOMEN
60600,REMOVAL OF GROWTH OF CAROTID ARTERY
60605,REMOVAL OF CAROTID ARTERY AND GROWTH
60650,REMOVAL OR EXPLORATION OF ADRENAL GLAND THROUGH ABDOMEN USING AN ENDOSCOPE
